5.29809;3.33063
4.38131;3.33006
5.33603;2.41512
5.37557;3.21096
5.17075;3.77354
5.19784;2.75049
5.20472;2.67714
5.05869;2.57796
4.93427;2.97641
5.1092;3.71965
5.60077;2.66789
5.0276;3.00955
4.86581;3.02817
5.01867;2.71652
5.38556;3.42661
-1.40845;6.94899
-2.45884;7.64954
-3.09808;7.10289
-1.6747;7.00165
-2.47183;6.56895
-2.26767;6.77578
-2.05894;6.73795
-2.58388;6.83177
-1.44888;6.5947
-2.58109;6.83877
-0.761067;8.27406
-0.376177;7.50379
-1.9251;6.31214
-1.80776;6.70068
-1.01355;8.12128
-1.84354;7.12098
-2.69671;8.17867
-1.88826;6.8413
-2.88522;6.45825
-2.13153;7.62754
-2.57556;6.70195
-1.5692;6.42367
-2.00769;7.1283
-1.41747;5.91542
-2.45193;7.71544
-2.43308;7.49873
-2.72073;6.78494
-3.24079;6.9491
-1.51055;7.45923
-1.33926;7.02926
-1.03724;0.266255
2.07409;-2.04727
-0.146277;0.0094859
-1.17745;-1.33454
1.95217;0.101008
-0.804321;-1.80639
1.34773;-0.602848
-0.647347;-0.559483
0.80574;1.46675
-0.435064;1.14238
-0.248824;-0.547429
-0.328847;1.09666
0.315001;0.695315
-2.40011;-1.78804
-0.0936474;0.0236114
2.31708;0.489344
0.169276;0.622972
-0.628636;-0.0103693
2.01619;-2.46183
-0.028676;-2.35666
0.27322;-0.141759
-1.07016;-0.464857
0.669738;-2.46512
-0.838091;0.335365
0.489323;-0.634743
-0.818405;0.515105
0.853422;-0.487673
0.609834;1.49202
-3.20577;-0.744269
-0.11548;-0.861861
0.385902;1.77947
0.357;1.42801
-1.00212;0.626529
-0.0441003;0.552199
-2.93729;0.0259818
1.26658;-0.24982
-1.01991;0.831032
1.79112;0.999798
0.247792;-0.487322
-0.117122;2.49427
5.13973;4.15601
7.09892;2.58047
8.12383;6.05427
9.83668;2.72448
6.44301;3.11192
6.19751;4.64183
7.45215;3.05698
6.65841;4.52645
7.32515;3.01681
7.7355;4.94384
6.39075;1.44045
8.4807;3.80949
7.5386;2.36315
6.5736;5.29513
7.25473;3.08223
5.69571;4.16385
5.89918;3.77175
7.2922;4.90067
6.41202;2.86842
8.14655;5.38348
6.12122;2.9437
6.66047;4.07863
6.78071;4.71565
5.64038;2.60565
7.20318;4.75998
7.18152;4.38449
7.88616;3.88336
7.39157;4.0403
8.32273;2.51895
9.03478;4.11085
