5.29809;3.33063;0
4.38131;3.33006;0
5.33603;2.41512;0
5.37557;3.21096;0
5.17075;3.77354;0
5.19784;2.75049;0
5.20472;2.67714;0
5.05869;2.57796;0
4.93427;2.97641;0
5.1092;3.71965;0
5.60077;2.66789;0
5.0276;3.00955;0
4.86581;3.02817;0
5.01867;2.71652;0
5.38556;3.42661;0
-1.40845;6.94899;1
-2.45884;7.64954;1
-3.09808;7.10289;1
-1.6747;7.00165;1
-2.47183;6.56895;1
-2.26767;6.77578;1
-2.05894;6.73795;1
-2.58388;6.83177;1
-1.44888;6.5947;1
-2.58109;6.83877;1
-0.761067;8.27406;1
-0.376177;7.50379;1
-1.9251;6.31214;1
-1.80776;6.70068;1
-1.01355;8.12128;1
-1.84354;7.12098;1
-2.69671;8.17867;1
-1.88826;6.8413;1
-2.88522;6.45825;1
-2.13153;7.62754;1
-2.57556;6.70195;1
-1.5692;6.42367;1
-2.00769;7.1283;1
-1.41747;5.91542;1
-2.45193;7.71544;1
-2.43308;7.49873;1
-2.72073;6.78494;1
-3.24079;6.9491;1
-1.51055;7.45923;1
-1.33926;7.02926;1
-0.259311;0.0665638;2
0.518523;-0.511819;2
-0.0365693;0.00237148;2
-0.294364;-0.333636;2
0.488043;0.0252521;2
-0.20108;-0.451598;2
0.336932;-0.150712;2
-0.161837;-0.139871;2
0.201435;0.366687;2
-0.108766;0.285595;2
6.81338;3.58943;3
6.75337;4.82249;3
7.23625;4.52149;3
5.19992;2.65897;0
6.92976;4.01771;3
8.73781;4.36701;3
7.12696;4.46723;3
6.52852;3.99222;3
8.51214;2.15363;3
6.97849;2.23251;3
7.20491;3.89368;3
6.19738;3.65136;3
7.5023;2.15116;3
6.37143;4.25152;3
7.36699;3.52394;3
6.3862;4.38633;3
7.64007;3.63424;3
7.45738;5.11901;3
4.59567;3.4418;0
6.91339;3.3536;3
7.28943;5.3346;3
7.26775;5.07101;3
6.24841;4.4699;3
6.96692;4.41415;3
4.79703;4.01949;0
7.94994;3.81263;3
6.23507;4.62327;3
8.34334;4.74985;3
7.18584;3.63451;3
6.91216;5.87071;3
