-53.3455;52.5301
-70.7214;-43.6396
-11.3121;-72.9925
13.7002;20.4552
7.6597;57.0885
86.8394;38.2499
-32.4664;36.0506
-91.0149;-45.1141
18.3461;-50.6294
-67.1692;57.7888
20.9587;0.88993
84.5914;-16.1394
-3.6497;14.2184
-45.1928;-65.6956
9.67522;-23.098
-81.2088;-46.0523
-89.1473;-72.6306
3.38815;14.588
-74.7724;61.1998
-77.6718;-21.6689
55.0724;82.1844
21.1174;-1.00422
78.0048;-32.0937
-54.9154;-18.4917
88.5441;-42.7054
-57.9799;83.5903
92.4996;-8.3672
46.5277;-77.1238
75.9394;92.9965
-60.5678;30.4407
97.3726;92.3118
17.6918;12.7664
99.3444;56.1707
47.7462;-82.6302
33.282;11.4357
-83.3972;44.5886
79.4684;39.1628
17.6257;76.8142
61.1712;-30.0745
-93.1257;-97.877
-64.476;40.1313
-89.8062;-39.427
-13.05;24.0078
22.1206;51.4181
64.5315;79.6252
61.2788;18.059
97.7333;-64.3949
-49.5978;-11.0612
-80.8242;-23.2581
53.5378;-96.6893
-10.6384;-70.5865
28.3314;-10.717
73.1643;61.2466
-97.2373;80.2199
94.3554;-63.2752
-4.40484;63.5613
26.8448;93.8054
-21.2037;-42.6526
-27.8395;-61.7843
-74.9445;41.4881
-77.5919;16.739
80.9308;59.4531
-59.8051;92.1603
23.5931;-34.7909
-90.1013;51.9024
90.9703;91.3058
63.0328;2.7468
43.0384;59.0512
77.8415;-19.2337
73.5197;-98.9548
-34.9364;9.78738
-77.6622;-86.8171
-19.0419;-5.77988
-64.5138;18.9738
-32.7029;-59.083
93.942;39.2923
44.1565;48.9767
44.5284;-38.8782
-68.8172;71.3594
-50.4289;-96.1737
-35.8268;-74.0113
-12.7408;10.9087
57.8182;-63.5904
-79.2965;23.0001
81.437;0.205693
9.05075;63.821
13.7149;-92.0459
-46.0914;14.424
-8.23655;86.5748
54.7725;53.9334
-48.0627;17.8626
26.8958;30.056
-44.0934;8.70891
-65.2057;53.4106
-83.1322;43.1449
-20.6941;-1.81442
37.0108;71.252
-14.8898;-84.4328
-59.7885;-17.3695
-9.81163;-51.9778
-98.2188;-72.9947
-36.5347;-9.24021
-35.4798;-32.0696
45.957;-96.9882
86.5819;-95.1808
-85.0706;-63.215
-69.4623;5.73532
64.7528;-7.28031
-53.817;-35.5051
51.2581;-94.5829
-43.9333;-13.6122
5.94967;-97.1958
56.486;8.16787
-90.0956;-35.1063
-74.6856;-5.61334
-82.9544;78.6203
25.1274;-86.0501
-31.2587;-17.8704
-77.2771;83.9628
-14.1136;-83.3873
-16.8148;55.5275
-77.7089;7.7354
-62.9314;26.6476
-46.9727;-37.8455
72.3858;90.6318
-1.7243;-8.91315
92.1919;38.4712
81.8667;49.8147
-3.67057;89.5224
63.5149;8.73617
-7.29839;-80.0518
-24.1533;-88.2805
56.3269;-17.3146
-88.6869;12.9454
51.3947;23.8041
22.0751;-65.2938
-60.033;-53.3332
11.7762;21.069
-46.6224;85.5889
26.4374;7.71493
59.6182;21.2125
-32.0765;-60.4854
98.8588;-38.8878
9.95022;-15.1751
-25.3858;4.34559
29.1751;93.3567
72.0993;28.4398
-28.1138;-13.9324
-9.23318;74.9397
-53.1207;0.919156
1.94662;-40.935
30.0281;19.8787
24.3036;-84.3082
-32.9615;-0.414958
-43.1454;-12.5571
-2.56701;-87.5466
-58.8406;23.4215
63.2051;66.8291
-12.2137;-52.0375
79.0781;-59.1007
-93.5387;-39.684
-86.8973;86.8713
2.39152;-55.2545
-3.01344;-21.7223
17.3137;22.156
-62.7979;65.2449
-9.91521;47.6263
-22.18;-79.0955
12.8167;30.7425
-3.67494;19.2844
62.4642;95.9541
-86.7815;6.49417
-81.706;10.7215
23.349;4.78107
16.2419;-12.8961
72.4307;-59.6902
89.1326;93.226
-53.9994;-62.7551
96.2465;96.9267
-59.0252;62.0164
31.9014;-15.8466
84.8551;58.653
75.807;19.84
16.231;98.7815
-48.0226;-96.1261
-36.4972;11.3454
-77.3552;-0.614161
-93.0451;-47.6263
30.2468;27.6632
57.5283;-86.0487
-88.1204;41.9195
-98.9391;99.4844
-15.0027;-84.7099
47.8057;14.5525
-19.9562;-58.3484
70.9504;56.2694
-63.604;-91.5132
23.203;44.6814
-43.0695;33.2412
78.6144;-88.0378
