-53.3455;52.5301;0
-70.7214;-43.6396;0
-11.3121;-72.9925;0
13.7002;20.4552;0
7.6597;57.0885;0
86.8394;38.2499;6
-32.4664;36.0506;0
-91.0149;-45.1141;0
18.3461;-50.6294;0
-67.1692;57.7888;0
20.9587;0.88993;0
84.5914;-16.1394;9
-3.6497;14.2184;0
-45.1928;-65.6956;4
9.67522;-23.098;0
-81.2088;-46.0523;0
-89.1473;-72.6306;2
3.38815;14.588;0
-74.7724;61.1998;0
-77.6718;-21.6689;0
55.0724;82.1844;0
21.1174;-1.00422;0
78.0048;-32.0937;0
-54.9154;-18.4917;0
88.5441;-42.7054;0
-57.9799;83.5903;0
92.4996;-8.3672;9
46.5277;-77.1238;8
75.9394;92.9965;0
-60.5678;30.4407;3
97.3726;92.3118;0
17.6918;12.7664;0
99.3444;56.1707;6
47.7462;-82.6302;0
33.282;11.4357;0
-83.3972;44.5886;0
79.4684;39.1628;6
17.6257;76.8142;0
61.1712;-30.0745;0
-93.1257;-97.877;2
-64.476;40.1313;0
-89.8062;-39.427;0
-13.05;24.0078;0
22.1206;51.4181;0
64.5315;79.6252;0
61.2788;18.059;0
97.7333;-64.3949;0
-49.5978;-11.0612;0
-80.8242;-23.2581;0
53.5378;-96.6893;0
-10.6384;-70.5865;0
28.3314;-10.717;0
73.1643;61.2466;0
-97.2373;80.2199;0
94.3554;-63.2752;0
-4.40484;63.5613;0
26.8448;93.8054;0
-21.2037;-42.6526;0
-27.8395;-61.7843;4
-74.9445;41.4881;0
-77.5919;16.739;3
80.9308;59.4531;0
-59.8051;92.1603;0
23.5931;-34.7909;0
-90.1013;51.9024;0
90.9703;91.3058;0
63.0328;2.7468;9
43.0384;59.0512;5
77.8415;-19.2337;0
73.5197;-98.9548;0
-34.9364;9.78738;0
-77.6622;-86.8171;2
-19.0419;-5.77988;1
-64.5138;18.9738;3
-32.7029;-59.083;4
93.942;39.2923;6
44.1565;48.9767;5
44.5284;-38.8782;0
-68.8172;71.3594;0
-50.4289;-96.1737;7
-35.8268;-74.0113;4
-12.7408;10.9087;1
57.8182;-63.5904;8
-79.2965;23.0001;3
81.437;0.205693;9
9.05075;63.821;0
13.7149;-92.0459;0
-46.0914;14.424;0
-8.23655;86.5748;0
54.7725;53.9334;5
-48.0627;17.8626;3
26.8958;30.056;0
-44.0934;8.70891;0
-65.2057;53.4106;0
-83.1322;43.1449;0
-20.6941;-1.81442;0
37.0108;71.252;0
-14.8898;-84.4328;0
-59.7885;-17.3695;0
-9.81163;-51.9778;0
-98.2188;-72.9947;0
-36.5347;-9.24021;1
-35.4798;-32.0696;0
45.957;-96.9882;0
86.5819;-95.1808;0
-85.0706;-63.215;0
-69.4623;5.73532;3
64.7528;-7.28031;9
-53.817;-35.5051;0
51.2581;-94.5829;0
-43.9333;-13.6122;0
5.94967;-97.1958;0
56.486;8.16787;0
-90.0956;-35.1063;0
-74.6856;-5.61334;0
-82.9544;78.6203;0
25.1274;-86.0501;0
-31.2587;-17.8704;1
-77.2771;83.9628;0
-14.1136;-83.3873;0
-16.8148;55.5275;0
-77.7089;7.7354;3
-62.9314;26.6476;0
-46.9727;-37.8455;0
72.3858;90.6318;0
-1.7243;-8.91315;1
92.1919;38.4712;6
81.8667;49.8147;6
-3.67057;89.5224;0
63.5149;8.73617;0
-7.29839;-80.0518;0
-24.1533;-88.2805;0
56.3269;-17.3146;0
-88.6869;12.9454;0
51.3947;23.8041;0
22.0751;-65.2938;0
-60.033;-53.3332;0
11.7762;21.069;0
-46.6224;85.5889;0
26.4374;7.71493;0
59.6182;21.2125;0
-32.0765;-60.4854;4
98.8588;-38.8878;0
9.95022;-15.1751;0
-25.3858;4.34559;1
29.1751;93.3567;0
72.0993;28.4398;0
-28.1138;-13.9324;1
-9.23318;74.9397;0
-53.1207;0.919156;0
1.94662;-40.935;0
30.0281;19.8787;0
24.3036;-84.3082;0
-32.9615;-0.414958;1
-43.1454;-12.5571;0
-2.56701;-87.5466;0
-58.8406;23.4215;3
63.2051;66.8291;0
-12.2137;-52.0375;0
79.0781;-59.1007;0
-93.5387;-39.684;0
-86.8973;86.8713;0
2.39152;-55.2545;0
-3.01344;-21.7223;0
17.3137;22.156;0
-62.7979;65.2449;0
-9.91521;47.6263;0
-22.18;-79.0955;0
12.8167;30.7425;0
-3.67494;19.2844;0
62.4642;95.9541;0
-86.7815;6.49417;0
-81.706;10.7215;0
23.349;4.78107;0
16.2419;-12.8961;0
72.4307;-59.6902;8
89.1326;93.226;0
-53.9994;-62.7551;0
96.2465;96.9267;0
-59.0252;62.0164;0
31.9014;-15.8466;0
84.8551;58.653;0
75.807;19.84;0
16.231;98.7815;0
-48.0226;-96.1261;7
-36.4972;11.3454;0
-77.3552;-0.614161;0
-93.0451;-47.6263;0
30.2468;27.6632;0
57.5283;-86.0487;0
-88.1204;41.9195;0
-98.9391;99.4844;0
-15.0027;-84.7099;0
47.8057;14.5525;0
-19.9562;-58.3484;4
70.9504;56.2694;0
-63.604;-91.5132;7
23.203;44.6814;0
-43.0695;33.2412;0
78.6144;-88.0378;0
