0.26265;-0.425458;0
-0.218198;-0.449877;0
-0.364963;-0.341763;0
0.102276;0.489428;0
0.285443;0.410515;0
0.191249;0.461978;0
0.180253;-0.466378;0
-0.225571;-0.446226;0
-0.253147;0.43118;0
0.288944;-0.408058;0
0.00444965;0.49998;0
-0.0806969;0.493445;0
0.0710919;-0.49492;0
-0.328478;-0.376964;0
-0.11549;0.486479;0
-0.230261;-0.443824;0
-0.363153;-0.343686;0
0.0729399;0.494651;0
0.305999;-0.39543;0
-0.108344;-0.48812;0
0.410922;0.284857;0
-0.00502109;0.499975;0
-0.160468;0.47355;0
-0.0924583;-0.491377;0
-0.213527;0.452113;0
0.417951;-0.274439;0
-0.041836;0.498247;0
-0.385619;0.318274;0
0.464982;0.183825;0
0.152203;-0.476271;0
0.461559;0.192258;0
0.0638319;0.495909;0
0.280853;0.413668;0
-0.413151;0.281614;0
0.0571784;0.49672;0
0.222943;-0.447545;0
0.195814;0.460062;0
0.384071;0.32014;0
-0.150372;0.476852;0
-0.489385;-0.10248;0
0.200656;-0.457971;0
-0.197135;-0.459497;0
0.120039;-0.485377;0
0.257091;0.428841;0
0.398126;0.302483;0
0.0902951;0.491779;0
-0.321974;0.382534;0
-0.0553061;-0.496932;0
-0.11629;-0.486289;0
-0.483446;0.127592;0
-7.05865;-7.08346;2
-1.0717;9.94241;2
6.12466;7.90497;2
8.02199;-5.97056;2
-6.32752;7.74355;2
6.35613;-7.72008;2
9.38054;3.46489;2
-4.26526;-9.04475;2
-6.17843;-7.86302;2
4.14881;-9.09876;2
1.6739;-9.85891;2
5.94531;8.04073;2
9.21603;-3.88133;2
-3.47909;9.37528;2
5.19024;-8.54759;2
9.13058;4.0783;2
0.27468;9.99623;2
5.90512;8.07029;2
-1.92337;9.81329;2
-9.89548;1.44205;2
0.978738;-9.95199;2
-8.68171;-4.96265;2
-0.577988;-9.98328;2
1.89738;-9.81835;2
-5.9083;-8.06796;2
3.92923;9.19572;2
4.89767;8.71853;2
-3.88782;9.2133;2
7.13594;-7.0056;2
-9.61737;-2.73975;2
-7.40113;-6.72483;2
1.09087;-9.94032;2
-6.35904;7.71768;2
2.30001;-9.7319;2
0.0205693;9.99998;2
6.3821;7.69862;2
-9.20459;3.90839;2
1.4424;-9.89543;2
8.65748;-5.0048;2
5.39334;8.42092;2
1.78626;-9.83917;2
3.0056;9.53763;2
0.870891;-9.96201;2
5.34106;-8.45418;2
4.31449;-9.02137;2
-0.181442;-9.99835;2
7.1252;7.01652;2
-8.44328;-5.35826;2
-1.73695;-9.84799;2
-5.19778;-8.54301;2
22.0802;22.266;1
24.6304;21.0171;1
23.7172;21.2113;1
21.1205;25.9743;1
21.1928;26.2268;1
22.4714;21.9006;1
25.2294;21.0066;1
24.7088;28.9894;1
23.5798;21.2606;1
21.2167;26.2987;1
24.4555;21.0372;1
21.1122;25.9406;1
25.3267;28.9866;1
23.5957;21.2546;1
24.7755;21.0063;1
28.1448;22.5281;1
21.558;27.0378;1
24.2852;21.0644;1
28.3585;22.8274;1
21.6645;22.7922;1
27.2211;21.6733;1
25.3094;21.012;1
26.0659;21.1446;1
23.4862;21.2975;1
28.6253;26.6904;1
24.6435;21.0159;1
26.5388;28.6921;1
26.9926;28.4684;1
28.5809;23.2175;1
25.3494;28.9847;1
21.7979;22.6028;1
21.4688;23.121;1
24.3074;28.9396;1
25.5178;21.0337;1
25.9522;28.885;1
22.3882;28.0296;1
22.8667;21.6164;1
25.8428;28.9102;1
28.4236;22.9314;1
25.3086;28.9881;1
25.8485;28.909;1
22.5806;21.8147;1
23.4445;28.6852;1
24.393;28.9537;1
25.1738;21.0038;1
28.7343;26.4336;1
26.1376;28.8348;1
24.4427;21.039;1
27.9976;22.3515;1
25.0368;21.0002;1
